TrayCustomerID,CustomerNo,Destination,Address,Client,Sub,PhoneNumber,FAX,Remarks,FolderLink,UpdatedAt,UpdatedBy
548,NHE,(株)日本ｴﾚｸﾄﾘｯｸ,〒230-0071　　神奈川県横浜市鶴見区駒岡2-15-35,NHE01　　1047,山崎 様宛,045-572-4777,045-585-3334,,,,
549,NHI,（株）仁瓶製作所,横浜市鶴見区駒岡2-17-10,*,佐々木,045-572-7888,045-573-5554,,,,
550,NHI1,（株）仁瓶製作所,横浜市鶴見区駒岡2-17-10,*,平野,045-572-7888,045-573-5554,,,,
551,NHN,日本サービック（株）,埼玉県さいたま市桜区町谷1-20-10,NHN04,内山,048-855-8721,048-852-2928,,,,
552,NHN1,日本ﾊﾟｰｶﾗｲｼﾞﾝｸﾞ（株） 伊丹工場,兵庫県伊丹市森本9-62,ADV01,山崎課長,0727-82-0999,,,,,
553,NHN2,(株)日本ロック　支社,浜松市横須賀489,HRT01 ホリテック,高倉,053-586-5245,,,,,
554,NIC,(株)農協印刷センター,〒983-0035　　宮城県仙台市宮城野区日の出町3-7-20,NIC01　　1396,事業部　　小野寺 様宛,022-284-3071,022-284-3210,,,,
555,NKJ,(株)ﾅｶｼﾞﾏ,〒312-0052　　茨城県ひたちなか市東石川3600-61,NKJ02　　1068,中嶋 様宛,029-274-8398,029-275-7339,,,,
556,NIK,ニッコー精機（株）,相模原市緑区町屋4-8-30,N I K02,*,042-782-2515,042-782-4530,,,,
557,NKI,(有)ナカイ精工,鳥取県鳥取市宮長130-9,NKI01　　971,中井 様宛,0857-53-3351,,,,,
558,NKM2,中村工機(株),〒392-0012　長野県諏訪市四賀80,NKM02　1043,丸茂 様宛,0266-53-4300,0266-58-5211,,,,
559,NIT,(株) 日東電機,千葉県茂原市高師585,NIT01,太田 浩一,0475-22-5727,,,,,
560,NIT1,(株) 日東電機,千葉県茂原市高師585,NIT01,秋場　浩行,0475-22-5727,,,,,
561,NKD,ニコー電子(株)  第2工場,長野県飯田市北方1602-1,MKM01,岩原課長,0265-56-1352,,,,,
562,NKL,ﾆｯｺｰ･ﾛｼﾞｽﾃｨｸｽ(株),〒196-0021　　東京都昭島市武蔵野2-10-40,NKL01　　1160,柴田 様,042-542-1081,042-542-1099,,,,
563,NKE,（株）ナカエ電子,富山県上新川郡大沢野町長附597,NKE01,工場長　　井上,076-468-2189,FAX 076-468-2192,,,,
564,NKM,（株）ナカムラ,横浜市港北区新羽町477,小倉貿易（株）OGR01,熊谷,045-543-3646,,,,,
565,NKM1,（株）ナカムラ,東京都世田谷区宮坂1-23-11,小倉貿易（株）OGR01,倉持,03-5154-8222,,,,,
566,NKO,（株）中尾精機,〒187-0004　　東京都小平市天神町4-8-24,NKO01　　1293,中尾 様宛,042-344-0121,,,,,
567,NKP,(株)ネコ・パブリッシング,〒153-8545　　東京都目黒区上目黒2-23-18 目黒山手通ビル 3F,NKP01　　1279,岡田 様宛,03-5745-7804,03-5745-7814,,,,
568,NKS,ナックス（株）東京営業所,東京都台東区東上野6-2-3,OGR01,斎藤,03-5827-1106,,,,,
569,NKS1,ナックス（株） 大阪,*,OGR01,森広,*,,,,,
570,NKS3,ナカセイ(株),〒437-0061　　静岡県袋井市久能2959-18,NKS03　　1413,松浦 様,0538-30-7331,0538-30-7332,,,,
571,NKW,NKﾜｰｸｽ(株),〒640-8452　　和歌山県和歌山市梅原579-1,NKW01　　1241,生産管理部　生産管理課　　塩路 様宛,073-454-4605,,,,,
572,NKY2,株式会社 ナカヤマ,〒771-1251　　徳島県板野郡藍住町矢上字西160-105,NKY02,機械工具事業部　　市川 正博 様宛,088-692-3941,088-692-8859,,,,
573,NKZ,中沢電気工業,〒392-0016　　長野県諏訪市豊田小川1728-3,NKZ01　　1019,中沢 様宛,0266-58-9810,0266-58-9820,,,,
574,NKZ2,(株)ナカザワ,〒392-0015　　長野県諏訪市中洲神宮寺575番地,NKZ02　　1383,杉村 様宛,0266-53-3334,0266-53-3349,,,,
575,NLP,(株)ﾈｯﾄﾗｲﾝﾌﾟﾚｽ,〒150-0001　　東京都渋谷区神宮前3-7-5　青山MSﾋﾞﾙ8F,NLP01　　1071,太田原 様,03-5412-0960,03-5412-0961,,,,
576,NLT,(株)ﾆｭｰﾗｲﾄ工業,〒520-2412　　滋賀県野洲市六条818,NLT01　　1130,営業部　　三田 様宛,077-589-4561,077-589-5191,,,,
577,NLX,ナルックス(株)　　野洲工場,〒520-2362　　滋賀県野洲市市三宅219-2,NLX01 ﾅﾙｯｸｽ,製造統括部 製造課　　西川 様宛,077-586-2000,,,,,
578,NMG,日本メタルｶﾞｽｹｯﾄ(株),〒360-0843　　埼玉県熊谷市三ケ尻3308,NMG01　　1319,営業部 営業課　　北岡 様宛,048-532-9376,048-532-0941,,,,
579,NMK,NMK化成,*,NMK01,*,*,,,,,
580,NML,日本マテリアル(株),〒101-0021　　東京都千代田区外神田5-3-2,NML01　　1282,貴金属製品部　　畑中 様宛,03-5818-7284,03-5818-3148,,,,
581,NMT,日本メクトロン(株)　　白沢事業所,〒969-1203　　福島県本宮市白岩字堤崎132番地,NMT01　　1190,製造技術部　ﾌﾟﾗｽﾁｯｸ製造技術課　　阿部 様宛,0243-64-2071,0243-64-2072,,,,
582,NMS,(株)西村製作所,〒547-0001　　大阪府大阪市平野区加美北9-11-8,NMS01　　1070,村井 様宛,06-6974-8223,06-6974-8224,,,,
583,NNM,長野日本無線マニファクチャリング(株),〒389-2414　　長野県飯山市常盤１,NNM01　　1372,情報通信製造部　飯山工場　　龍堀 様宛,0269-67-2222,0269-27-2188,,,,
584,NOM,(株)NEOMAX,〒899-0201　　鹿児島県出水市緑町50-8,NOM01　　1036,業務部　　田頭 様宛,0996-63-3611,0996-63-1327,,,,
585,NPC,ナガセプラスチックス（株）,東京都日本橋大伝馬町12-2 ｾｲｼｮｳ日本橋ﾋﾞﾙ3F,NPC01,水野,03-3661-7991,03-3661-8703,,,,
586,NPC1,ナガセプラスチックス（株）,東京都日本橋大伝馬町12-2 ｾｲｼｮｳ日本橋ﾋﾞﾙ3F,NPC01,森本,03-3661-7991,03-3661-8703,,,,
587,NPC2,(株)ｴﾇ・ﾋﾟｲ･ｼｲ,〒395-0803　　長野県飯田市鼎下山425-2,NPC02　　1044,久保田 様宛,0265-22-8840,0265-22-8850,,,,
588,NPR,ﾆﾌﾟﾛファーﾏ(株)　　大館工場,〒018-5751　　秋田県大館市二井田字前田野5-7,NPR01　　965,製造第3Ｇr.　PFS成形課　　庄司 様宛,0186-44-8658,0186-44-8698,,,,
589,NRK,（株）奈良工業所,*,NRK01,中村,0475-34-2711,0475-34-4951,,,,
590,NRK1,（株）奈良工業所,注意！量産手配分は、業務部　板倉（正）,NRK01,業務部　板倉（正）,0475-34-2711,0475-34-4951,,,,
591,NRK2,（株）奈良工業所,注意！試作ｻﾝﾌﾟﾙは、製造部　中村,NRK01,製造部　中村,0475-34-2711,0475-34-4951,,,,
592,NRS,ﾆｭｰﾛｽｶｲｼﾞｬﾊﾟﾝ(株),〒103-0014　　東京都中央区日本橋蛎殻町1-11-1　人形町ｼﾃｨﾌﾟﾗｻﾞ7F,NRS01　　1248,小山 様宛,03-6661-7201,,,,,
593,NRT,郵船航空サービス（株）　成田ロジスティックス課,千葉県山武郡芝山町岩山1340-49,FJK04,3F/フジクラ通品生扱い,0479-70-9401,0479-70-9404,,,,
594,NSD,日星電気,,NSD01,鈴木,,,,,,
595,NSD2,(有)西田製作所,〒522-0037　　滋賀県彦根市岡町32-1,NSD02　　1094,西田 様宛,0749-24-6387,0749-24-6398,,,,
596,NSD3,日精電機(株),〒025-0061　　岩手県花巻市本館201,NSD03　　1271,佐藤 様宛,0198-24-7902,0198-24-7905,,,,
597,NSE,(株)ネモト・センサエンジニアリング,〒315-0031　　茨城県石岡市東大橋1610,NSE01　　1275,横手 様宛,0299-26-0121,0299-26-1394,,,,
598,NSI,（株）西居製作所,東京都大田区千鳥1-10-7,NSI01,宮島,03-3751-4203,03-3755-9086,,,,
599,NSI1,（株）西居製作所  仲池上工場,東京都大田区仲池上2-17-9,NSI01,*,03-5747-5588,03-5747-5589,,,,
600,NSK,(有)日三化成,〒633-0065　　奈良県桜井市吉備511-1,NSK03,山本 様宛,0744-42-2801,0744-42-2802,,,,
601,NSK1,日新化工（株）,*,新光（株）　SNK03,*,*,,,,,
602,NSK2,日清化成（株）,茨城県北相馬郡藤代町大字清水甲615-1,NSK02,*,0297-82-5157,0297-82-5159,,,,
603,NSM,西村㈱,大阪府大阪市福島区海老江8-11-31,NSM03,栗本 様宛,06-6458-8577,06-6458-7232,,,,
604,NSO,(株)日章,〒800-0315　　福岡県京都郡苅田町港町18-6,NSO01　　1199,立花 様宛,093-434-1234,093-434-3727,,,,
605,NSS,(株)日新商会,〒350-1146　　埼玉県川越市熊野町7-12,NSS01　　996,中島 様宛,049-246-6221,049-246-6665,,,,
606,NST0,㈱西谷精巧舎,東大阪市若江西新町5-1-4,,日笠,06-6725-2222,,,,,
607,NST,(株)ﾆｽﾃｯｸ,〒400-0834　　山梨県甲府市落合町822,NST01　　1038,花形 工場長様宛,055-241-6171,055-241-1343,,,,
608,NST2,(株)ニシトモ,〒519-0423　　三重県度会郡玉城町昼田449-3,NST02　　1262,資材部　猿木 様宛,0569-58-6987,0569-58-8022,,,,
609,NTD,(有)西東京電機,〒191-0024　　東京都日野市万願寺4丁目22-8,NTD01　　1294,石坂 様宛,042-584-5512,042-582-1219,,,,
610,NTG,日東技研株テクニカルセンター,静岡県焼津市大住491番地,ASH01,牟田,054-620-2020,,,,,
611,NWN,（株）ニワノ,東京都品川区広町1-3-26,NWN01,*,03-3493-6145,03-3493-8636,,,,
612,NWS,丹羽新精機(株),〒379-2312　　群馬県みどり市笠懸町久宮115-23,NWS01　　1013,丹羽 様宛,0277-76-9930,0277-76-9931,,,,
613,NGS,内外産業㈱,川崎市高津区向ヶ丘170,NGS01,宮田,044-888-8352,,,,,
614,ODS,（株）旺電舎,〒213-0006　　川崎市高津区下野毛2-11-31,OOD01,下野毛工場,044-833-0371,044-820-8484,,,,
615,ODS1,（株）旺電舎,*,IEC01,*,*,,,,,
616,OGR1,小倉貿易㈱　,大阪市西区土佐堀1-2-10　2F,OGR01,,06-6441-5181,06-6441-5186,,,,
617,OGW,小川化成商会,〒659-0016　　兵庫県芦屋市親王塚町11-23,OGW01　　1042,岡 様宛,0797-35-0982,0797-35-0984,,,,
618,OHS,大橋精密(株),〒315-0031　　茨城県石岡市東大橋2060-1,OHS01　　1298,横手 様宛,0299-26-2063,,,,,
619,OKN,奥野電器産業（株）,静岡県掛川市千羽100番地,OKN01,掛川工場　　工場長　金指,0537-27-0811,0537-27-0080,,,,
620,ONS,小野産業（株）,栃木県栃木市箱森26-37,OGR01,*,0282-23-2300,,,,,
621,OOI,大井電気㈱　水沢製作所　資材部,岩手県奥州市水沢区真城折居106-3,OOI01,,0197-23-7127,0197-23-7118,,,,
622,OOM,大村技研（株）,岩手県釜石市唐丹町字片岸88-2,OOM02,第一事業部     三浦（英）,0193-55-2600,0193-55-2244,,,,
623,OOM1,大村技研（株）  第五工場,岩手県釜石市唐丹町字片岸93-1,OOM02,第一事業部     三浦（英）,0193-55-2600,0193-55-2244,,,,
624,OOT2,㈱大手 千葉工場,千葉県山武郡横芝光町宮川8557,OOT02,,0479-84-1251,0479-84-2511,,,,
625,OOT3,㈱大手 本社,東京都文京区本郷1-11-6,OOT03,,03-3816-7781,03-3814-5800,,,,
626,OPA,OPTART,東京都江東区亀戸4-54-5,OPA01,Alan Wang,03-5628-5116,03-5628-5113,,,,
627,OPR,(株)オプトロンサイエンス,〒113-0033　　東京都文京区本郷3-21-8 ｹｲｱｲﾋﾞﾙ8階,OPR01　　1405,田澤 様宛,03-5800-1341,03-5800-1342,,,,
628,ORE,(株)ｵﾘｴﾝﾀﾙ工芸社,〒143-0015　　東京都大田区大森西7-2-5,ORE01　　1236,金川 様宛,03-3763-3601,03-3763-2621,,,,
629,ORO,オリオン (株),京都市中京区東洞院二条下る瓦之町374番地,ORO01,壇 様宛,075-222-1930,075-222-1840,,,,
630,OTA1,オータックス（株）,*,OTA01,照喜名,045-543-5645,,,,,
631,OTA2,オータックス（株）,*,OTA01,技術部　本橋,045-543-5508,045-546-1421,,,,
632,OTA3,オータックス（株）,*,OTA01,技術部　畠中,045-543-5508,045-546-1421,,,,
633,OTA4,オータックス（株）,*,OTA01,技術部　端山,045-543-5508,045-546-1421,,,,
634,OTA5,オータックス（株）,*,OTA01,技術部　石木田,045-543-5508,045-546-1421,,,,
635,OYM,(株)オオヤマ　　関東事業所,〒360-0012　　埼玉県熊谷市上之1814-１,OYM01　　1087,本田 様宛,048-525-8839,048-525-8838,,,,
636,PBR,バブリックレコード（株）,長野県上伊那郡宮田村6031-1,黒田テクノ（株）KRD02,松下部長,0265-85-2871,,,,,
637,PBR1,バブリックレコード（株）,長野県上伊那郡宮田村6031-1,黒田テクノ（株）KRD02,田中,0265-85-2871,,,,,
638,PFG1,パーフェクトゲージ工業㈱,長野県飯田市鼎下山425-2,PFG01,今村,0265-22-8830,0265-22-8850,,,,
639,PLK,（株）プラックス　　西原工場,東京都府中市西原町2-5-12,PLK01,松村　直治,042-580-4780,042-580-4781,,,,
640,PLL,(株)パールライティング,大阪市門真市中町1-29,PLL01,本社,06-6901-7521,06-6905-1775,,,,
641,PLS,(株)ﾌﾟﾚｼﾞｬｰ,〒992-1124　　山形県米沢市万世町金谷333-8,PLS02　　1015,高橋 様宛,0238-26-9550,0238-26-9531,,,,
642,PLT,(有) プラテックス 　本社工場,東京都大田区東糀谷6-2-11,PLT02,*,03-5735-2033,03-5735-2032,,,,
643,PLT0,(有) プラテックス 　横浜工場,横浜市港北区新吉田町2845-1,PLT02,*,045-549-5238,045-549-5239,,,,
644,PLT1,プラテック工業（株）,茨城県北茨城市磯原町西浦替1155,SMK01,*,0293-20-2147,0293-20-2130,,,,
645,PLT2,(有) プラテック,岩手県遠野市青笹町糠前10-27-38,SNS02 ｻﾝ精密化工研究所,*,0198-62-8535,,,,,
646,PLT3,(株)プラテック,〒377-0804　　群馬県吾妻郡東吾妻町大字岩井1009,PLT03　　1263,小川 様宛,0279-68-5050,0279-68-3630,,,,
647,PLT01,プラテクノ㈱,東京都大田区新蒲田3-32-1,PLT01,二宮,03-5710-2430,03-5710-2431,,,,
648,PLW,(株)プラストワーク,〒194-0044　　東京都町田市成瀬6-14-5,PLW01　　1448,泉田 様宛,042-721-7570,042-721-7572,,,,
649,PNS3,ﾊﾟﾅｿﾆｯｸ(株) AIS社　津工場 E3棟2F,〒514-0815　三重県津市藤方1668,PNS03　　1177,制御機器ﾋﾞｼﾞﾈｽﾕﾆｯﾄ ｺﾈｸﾀﾃﾞｨﾋﾞｼﾞｮﾝ MIPTEC商品Gr.　豊森 様宛,059-228-1263,,,,,
650,PRI,(有)プライマリー,〒518-0626　　三重県名張市桔梗が丘6-1-9,PRI01　　1417,濱田 様宛,0595-66-0885,0595-66-0886,,,,
651,PRM,(株)プロメック,〒332-0031　　埼玉県川口市青木3-9-5,PRM01　　1079,沼野 様宛,048-254-3676,048-254-3677,,,,
652,PS,プラスセイコー(株),大和市深見東2-1-12,,工場長　　恐田,046-264-0115,046-265-2560,,,,
653,QA,（株）クエイザーシステム　　,大和市深見西6-6-9,メカト－ク　ＭＫＴ01,岡田,046-264-7740,FAX  046-264-7756,,,,
654,QA1,（株）クエイザーシステム　　（本社）,大和市深見西6-6-9,メカト－ク　ＭＫＴ01,購買　　石塚,046-264-7740,FAX  046-264-7756,,,,
655,QA2,（株）クエイザーシステム　　（工場）,大和市深見西4-7-9,メカト－ク　ＭＫＴ01,*,*,,,,,
656,QOL,(株)クオリアル,〒550-0002　　大阪府大阪市西区江戸堀2-1-1 江戸堀ｾﾝﾀｰﾋﾞﾙ7F,QOL01　　1167,福塚 様宛,06-6809-2007,06-6809-2177,,,,
657,QTB,クオンタムバイオシステムズ(株),〒567-0047　　大阪府茨木市美穂ヶ丘8-1　大阪大学産業科学研究所ｲﾝｷｭﾍﾞｰｼｮﾝ棟　Ⅰ-311,QTB01　1378,上田 様,06-6155-8885,06-6155-8886,,,,
658,RGRS,（株）レグルス　　春日部工場,埼玉県春日部市豊野町2-11-10,レグルス,橋本,048-733-1444,,,,,
659,RGS,ロジスパック株式会社,東京都荒川区東日暮里4-27-11,RGS,上野営業所　今井,03-5850-3011,,,,,
660,RIC,ﾘｺｰｲﾝﾀﾞｽﾄﾘｱﾙｿﾘｭｰｼｮﾝｽﾞ(株)　花巻事業所,〒025-0303　　岩手県花巻市大畑10-109,RIC01　　1435,資材調達室資材調達Gr.　　藤井様,050-3534-3533,0198-26-2460,,,,
661,RIW,リワーク・ソーティング朝比奈,*****,光和精工（株）KOW01,*****,*****,,,,,
662,ROK,(有)ロッキー化成,〒224-0043　　神奈川県横浜市折本町1503,ROK01　　457,*,045-472-0283,045-472-6022,,,,
663,RTR,ロータリー（株）,埼玉県草加市青柳1-5-45,SKK01,駒崎取締役,048-936-2101,,,,,
664,RYK,菱華工業（株）　平塚工場,平塚市新町6-6,RYK01,管理　　桜井,0463-31-7068,,,,,
665,RYO,リョウサン段ボール（株）　,広島県福山市駅家町下山寺160-10,小倉貿易（株）OGR01,松本,084-976-1101,,,,,
666,SAI,三愛化成商事(株),〒105-0003　　東京都港区西新橋3-8-3 ﾗﾝﾃﾞｨｯｸ新橋BLDG.,SAI01　　1210,藤倉 様宛,03-3432-0511,03-3432-2217,,,,
667,SAK,ｻﾝｱﾛｰ化成(株),〒952-0212　　新潟県佐渡市宮川837-1,SAK01　　1286,長沼　様宛,0259-66-2462,0259-81-1005,,,,
668,SAN,㈱佐野製作所,横浜市港北区綱島東5丁目8番45号,SAN01佐野製作所,浦川,045-543-3741,045-543-3746,,,,
669,SAS,(株)SAｼｽﾃﾑｽﾞ,〒390-1242　　長野県松本市和田南西原4010-27,SAS01　1243,営業部　　松尾 様宛,0263-50-8857,0263-50-8852,,,,
670,SBP,柴ﾌﾟﾗｽﾁｯｸ㈱,尼崎市額田4-7,NSK03,西野,06-6498-4123,,,,,
671,SBT,(有)瀬端製作所,〒308-0857　　茨城県筑西市小川255-4,SBT01　　1179,営業業務　　菊池 様宛,0296-28-3421,0296-28-3956,,,,
672,SCP,(株)シンワコーポレーション,〒140-0013　　東京都品川区南大井6-6-5,SCP01　　1323,清水 様宛,03-3763-7755,03-3763-7856,,,,
673,SDN,(株)進電,〒815-0081　　福岡県福岡市南区那の川１丁目3-3,SDN01　　1051,近藤 様宛,092-525-1181,092-525-1185,,,,
674,SDS2,(株)正電社　　埼玉工場,〒354-0044　　埼玉県入間市三芳町大字北永井字桜並411-4,SDS02　　1251　,業務課　原様宛,049-258-4079,049-259-1210,,,,
675,SED,(株)三映電器製作所,長野県小諸市柏木１４番地,SED01,加藤 様宛,0267-22-5555,0267-22-3556,,,,
676,SED2,信越電線(株),〒386-0018　　長野県上田市常田1-1-40,SED02　　1340,加藤 様宛,0268-22-3596,0268-22-3592,,,,
677,SEI,杉原エス ・イー・アイ（株）,群馬県伊勢崎市今井町313,SEI01,ｼｽﾃﾑ開発2課　北爪 隆行,0270-25-8101,0270-23-2779,,,,
678,SEI1,杉原エス ・イー・アイ（株）,群馬県伊勢崎市今井町313,SEI01,営業部　阿久沢 保行,0270-25-8101,0270-23-2779,,,,
679,SEP,(有)松栄プラスチック,〒223-0052　　神奈川県横浜市港北区綱島東4-10-38,SEP01　　1399,,045-544-1497,045-544-5168,,,,
680,SEP100,サンセイエンタープライズ（株）,秋田県秋田市川尻町字大川反170-149,ADV03,製造事業部　管理課　主任　大友　優華,018-823-6717,018-823-6795,,,,
681,SEP101,サンセイエンタープライズ（株）,秋田県秋田市川尻町字大川反170-149,STR01,製造事業部　管理課　主任　大友　優華,018-823-6717,018-823-6795,,,,
682,SES3,(有)伸越製作所,〒933-0328　　富山県高岡市内島160番地,SES03　　1228,佐伯 様宛,0766-31-0255,0766-31-3586,,,,
683,SDB,正和電気部品工業(株),〒341-0037　　埼玉県三郷市高洲2-79,SDB01　　1181,遠藤 様宛,048-955-3643,048-956-2827,,,,
684,SDH,(株)静電半導体,〒370-0871　　群馬県高崎市上豊岡町571-9,SDH01　　991,戸口 様宛,027-343-2432,027-343-5587,,,,
685,SDK,(株) ＳＤＫ,〒247-0056　鎌倉市大船2-18-16　3F　,SDK01,二之宮,0467-40-5567,0467-43-3511,,,,
686,SDS,(株)ｴｽﾃﾞｨ商事,〒212-0024　川崎市川崎区日進町2-5-102,SDS01　　1131,角崎 様宛,044-222-4677,044-222-6235,,,,
687,SES,（有）正栄紙器,*,SES01,*,044-811-0152,,,,,
688,SES1,(有)昭栄産業,富山県中新川郡立山町下段116-2,TYM01,*,076-463-2977,,,,,
689,SES2,㈱ショウエイパック,川崎市高津区下野毛3-7-33,SES01,,044-811-0152,,,,,
690,SES02,(株)昭栄商会,〒150-0013　　東京都渋谷区恵比寿1-3-1,SES02　　1221,佐藤 様,03-54475798,03-5447-5771,,,,
691,SEW,(株)シーズウェア,〒594-1144　　大阪府和泉市テクノステージ3-7-16,SEW01　　1205,,0725-51-1110,0725-51-1103,,,,
692,SGJ,(株)相模樹脂工業,〒252-0328　　神奈川県相模原市南区麻溝台8-5-9,SGJ01　　1067,武藤 様宛,0427-44-1458,,,,,
693,SGK,（株）エス・ジー・ケイ,東京都江戸川区西葛西3-8-42,SGK01,東京営業部　天野　中央樹,03-3687-6391,03-3687-4780,,,,
694,SGK1,（株）エス・ジー・ケイ,大阪府富田林市中野町東2-2-35,SGK02,松永,0721-26-2927,0721-24-4433,,,,
695,SGK3,ｴｽｼﾞｰ工業(株),〒174-0074　　東京都板橋区東新町1-17-1,SGK03　　1106,高橋 様宛,03-3554-5461,03-3554-5460,,,,
696,SGM,ｼｸﾞﾏ電子（株）,東京都練馬区栄町2-10,*,皆木 智洋,03-3994-1134,03-3994-1140,,,,
697,SGS2,相模精工(株),〒252-0321　　神奈川県相模原市南区相模台3-14-21,SGS02　　1169,星野 様宛,042-745-6045,042-748-8339,,,,
698,SGT,(株)シナジーテクニカ,〒728-8511　　広島県三次市東酒屋町306　A棟,SGT01　　1163,資材部 購買二課　　免田 様宛,0824-62-6529,0824-63-3499,,,,
699,SGW,(株)セガワ,〒213-0023　　神奈川県川崎市高津区子母口342-6,SGW01　　1108,加瀬 様宛,044-751-2506,044-751-2507,,,,
700,SGY2,(有)杉山製作所,〒198-0212　　東京都西多摩郡奥多摩町氷川736,SGY02　　1242,杉山 様宛,0428-83-3325,0428-83-3217,,,,
701,SIK,セイコープレシジョン(株),〒275-8558　　千葉県習志野市茜浜1-1-1,SIK01　　472,オプト事業部　開発設計部　松田 様宛,047-470-7187,,,,,
702,SHE,（株）シンエイ･ハイテック,長野市大字柳原1625-2,AMP 本間　Ｂ伝,北沢,026-263-3355,,,,,
703,SHE1,（株）シンエイ･ハイテック,〒381-8520　　長野市大字柳原1625-2,SME01　　486,,026-263-3355,,,,,
704,SHN,湘南デザイン（株）,神奈川県相模原市橋本台3-6-1,ＳＨＮ01,製造技術本部 製造1課 成形Gr　 大貫 豊,042-775-0463,,,,,
705,SHT,精発ばね工業(株),〒144-0056　　東京都大田区西六郷4-33-5,SHT01　　1329,営業部　　山崎 様宛,03-3733-4681,03-3735-1087,,,,
706,SID,成電工業,福島県いわき市湯本町高倉74-71,SMK ひたち  松崎,前田,0246-44-4868,,,,,
707,SIG,重松製作所,福島県田村市船引町船引卯田ヶ作115,SIG01,,0247-82-2511,,,,,
708,SIG2,制御機材(株)　　埼玉営業所,〒343-0838　　埼玉県越谷市蒲生2丁目11番13号,SIG02　　1143,島田 様宛,0489-87-5200,0489-86-2900,,,,
709,SIK,（株）サイコ,山梨県南都留群富士河口湖町西湖186-1,ＭＢＣ01,*****,0555-82-2244,,,,,
710,SIN0,シンコー電機（株）,新潟県見附市福島町430,黒田ﾃｸﾉ（株）KRD02,久保,0258-66-2845,,,,,
711,SIN,シンコー(株),〒949-7402　　新潟県魚沼市田戸61-1,SIN01　　1412,営業技術部　　小林 様宛,025-794-4041,025-794-4675,,,,
712,SIT,（株）エス・アイ・テック,*****,(有) 小林精工KBY02,生産管理課 小野田,*****,,,,,
713,SIW,誠和産業(株),〒101-0046　　東京都千代田区神田多町2-11 第19岡崎ビル8Ｆ,SIW01　　1168,伊藤 様宛,03-3526-6175,03-3526-6176,,,,
714,SJD,庄司電気株式会社,東京都品川区二葉2-17-2,SJD01,庄司,03-5498-2161,,,,,
715,SJF,住重ﾌｫｰｼﾞﾝｸﾞ(株),〒237-8555　　神奈川県横須賀市夏島町19番地,SJF01　　1082,原澤 様宛,046-869-1712,046-869-1688,,,,
716,SJI,(株)最上インクス,〒615-0034　　京都府京都市右京区西院西寿町5番地,SJI01　　1333,栗原 様宛,075-312-8775,075-312-0041,,,,
717,SNJ,千住金属工業(株)　栃木工場,〒321-4346　　栃木県真岡市松山町1番地,SNJ01,電材加工課　　藤澤 様宛,0285-82-3456,,,,,
718,SKB,(株)ＳＫＢ,〒577-0032　　大阪府東大阪市御厨1-5-3,SKB01　　1401,平岩 様宛,06-6788-1519,06-6788-2082,,,,
719,SKC,セイコークロック（株）,*,*,モジュール営業部　石井,03-6401-2606,,,,,
720,SKE2,(株)栄電子　長野営業所,〒386-0005　　長野県上田市古里1533番地-1 MCﾋﾞﾙ2階,SKE02　　1382,大嶋 様宛,0268-21-3390,0268-21-3388,,,,
721,SKK2,三興工業(株),〒570-0043　　大阪府守口市南寺方東通6-7-5,SKK02　　1059,小野 様宛,06-6992-2474,06-6992-8377,,,,
722,SKK3,三共精密金型(株),〒029-2203　　岩手県陸前高田市竹駒町字相川146-4,SKK03　　1433,管理課購買係　　伊藤 様宛,0192-55-4111,0192-54-3743,,,,
723,SKM3,(有)佐久間製作所,〒362-0064　　埼玉県上尾市小敷谷1071-16,SKM03　　1120,佐久間 様宛,048-726-6366,048-726-6386,,,,
724,SKM4,(有)坂本鉄工,〒409-0112　　山梨県上野原市上野原8154-31,SKM04　　1153,坂本 様宛,0554-63-5533,0554-63-5536,,,,
725,SKN,（株）創研,栃木県下都賀郡壬生町乙字御成橋東4034,SGK01,壬生工場工場長　阿久津滋夫,0282-81-1170,,,,,
726,SKN1,（株）創研クリエイツ　　,茨城県ひたちなか市稲田1347-3,HPS02,鈴木,029-285-6955,,,,,
727,SKP,三共プラスチック工業（株）,*****,AMP　A伝　林,高橋,*****,,,,,
728,SKR,櫻護謨(株)　　大田原製作所,〒324-0045　　栃木県大田原市実取799,SKR01　　1430,資材部購買課　小口 様,0287-28-1123,,,,,
729,SKS,（有） 三幸紙器製作所,〒212-0025　　神奈川県川崎市幸区古川町85番地,SKS01,平賀専務,044-511-3581,044-511-8877,,,,
730,SKS2,(株)三幸精機工業,〒143-0003　　東京都大田区京浜島2丁目7番2号,SKS02　　1237,大塚 様宛,03-5755-7131,03-5755-7135,,,,
731,SKS3,(株)新興製作所,〒708-1216　　岡山県津山市中村595,SKS03　　1440,林 様,0868-29-1200,0868-29-6700,,,,
732,SKW,(株)ｼｽﾃｯｸｷｮｰﾜ,〒547-0041　大阪府大阪市平野区平野北１丁目5-19,SKW01　　1161,岡田 様宛,06-6791-9333,06-6791-9339,,,,
733,SKZ,(株)坂井金属製作所,〒545-0001　　大阪府大阪市阿倍野区天王寺町北2-20-5,SKZ01　　1249,大仲 様宛,06-6713-6189,06-6713-8823,,,,
734,SLB,シルバー工業,新潟県長岡市上除町字若宮甲372,SLB01,*,0258-46-4866,0258-47-2467,,,,
735,SLB1,シルバー工業,新潟県長岡市上除町字若宮甲372,AMP 網倉　A伝,*,0258-46-4866,0258-47-2467,,,,
